OBJECTID,Band140per,Band1mean,Band1median,Band1thirdquart,Band1std deviation,Band1firstquart,Band240per,Band2mean,Band2median,Band2thirdquart,Band2std deviation,Band2firstquart,Band340per,Band3mean,Band3median,Band3thirdquart,Band3std deviation,Band3firstquart,Band440per,Band4mean,Band4median,Band4thirdquart,Band4std deviation,Band4firstquart,Band540per,Band5mean,Band5median,Band5thirdquart,Band5std deviation,Band5firstquart,Band640per,Band6mean,Band6median,Band6thirdquart,Band6std deviation,Band6firstquart,Band740per,Band7mean,Band7median,Band7thirdquart,Band7std deviation,Band7firstquart,Band840per,Band8mean,Band8median,Band8thirdquart,Band8std deviation,Band8firstquart,Band940per,Band9mean,Band9median,Band9thirdquart,Band9std deviation,Band9firstquart,Band1040per,Band10mean,Band10median,Band10thirdquart,Band10std deviation,Band10firstquart,county_num,pk_site_id,site_id,pk_permit_,permit_num,permittee,permit_yr,p_eff_date,p_exp_date,status,Version,MostRecAll,MostRecYr,site_name,loc_narr,is_active,size,size_units,crop_list,calc_acres,mtrs,hq_distric,site_distr,geometry
3186241,255.0,766.1095890410959,741.5,1254.0,512.364196819043,255.0,255.0,644.9617107942972,599.0,1014.0,393.6932264831885,255.0,255.0,660.4949083503055,611.0,1042.0,409.8843206170746,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,794.9296875,732.5,1296.0,546.0420983597807,255.0,255.0,1882.1265625,1245.5,3589.0,1639.452520921827,255.0,255.0,2388.640625,1498.5,4648.0,2156.6552547955152,255.0,255.0,2550.32578125,1600.5,4973.25,2317.788663782858,255.0,255.0,826.7465753424658,706.0,1425.25,574.0537516196073,255.0,12.0,133.24657534246577,135.0,255.0,121.75618808745119,11.25,57,7227104,H11E,837621,570016A,HERMLE FARMS,2016,2016-01-11,2016-12-31,Revised,1,0,0,,MIRANDA,1,65.0,ACRES,Unknown,63.1394000712,M11N01E06,57.0,,"POLYGON ((-165507.3912000004 92198.20350000076, -165166.7338999994 92197.38450000063, -165196.5266999993 91390.47699999996, -165361.8786999993 91400.35689999908, -165360.1927000005 91480.11759999953, -165411.1118000001 91481.19419999979, -165466.4945999999 91421.72000000067, -165516.4021000005 91470.65289999917, -165507.3912000004 92198.20350000076))"
3189383,255.0,753.75,724.5,1207.75,501.3096597912312,255.0,255.0,634.0874558303886,595.0,969.0,386.8910630245903,255.0,255.0,671.5256183745582,634.0,1048.0,423.57232274380516,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,784.7807692307692,710.5,1227.25,543.3375792403768,255.0,255.0,1813.592307692308,1385.5,3541.25,1579.2144113019947,255.0,255.0,2167.403846153846,1544.0,4331.0,1945.0531262233847,255.0,255.0,2285.9076923076927,1681.0,4564.0,2061.515993505578,255.0,255.0,771.25,662.0,1328.0,521.8346241866287,255.0,13.4,133.65625,134.5,255.0,121.34599534363504,12.0,57,7100717,C1,825105,570613A,DUPONT PIONEER PARENT SEED PRODUCTION,2016,2016-01-01,2016-12-31,Revised,2,0,0,county road 20,,1,15.0,ACRES,Unknown,13.7481002031,M10N01E27,57.0,,"POLYGON ((-160370.9155000001 76612.79869999923, -160363.1577000003 76319.19549999945, -160527.2651000004 76322.17930000089, -160520.1041000001 76699.92479999922, -160418.6557999998 76698.13450000063, -160410.898 76690.37670000084, -160407.3175000008 76615.18569999933, -160370.9155000001 76612.79869999923))"
3213365,255.0,763.5294117647059,723.0,1230.0,511.52271154765526,255.0,255.0,611.5097014925373,566.0,951.0,360.65714780673625,255.0,255.0,596.0388059701493,550.5,922.0,345.75563795933084,255.0,255.0,450.63134328358217,375.5,617.25,219.94433468694336,255.0,255.0,676.0516304347826,607.0,1070.5,428.316148280422,255.0,255.0,1753.3396739130435,1313.0,3286.0,1509.818334649362,255.0,255.0,2132.328804347826,1421.5,4052.25,1897.1998983733108,255.0,255.0,2245.209239130435,1539.5,4266.75,2009.001775223064,255.0,255.0,791.3235294117646,685.5,1355.5,540.2131779970393,255.0,12.2,133.26470588235293,134.5,255.0,121.73894655066816,12.0,57,7232043,D5C,838125,571099A,"MEIER, DAN",2016,2016-01-11,2016-12-31,Revised,1,0,0,ROAD 142 FIELD,N/S CR.142; W/S ELKHORN SL. RD.,1,16.0,ACRES,Unknown,16.4695060501,M06N04E15,,,"POLYGON ((-133824.1028000005 40601.92909999937, -133841.0513000004 40601.92909999937, -134052.9067000002 40717.74330000021, -134019.0098000001 40952.19649999961, -133809.9791000001 40955.0214000009, -133824.1028000005 40601.92909999937))"
3214543,255.0,734.7142857142858,714.0,1200.0,480.24310737049706,255.0,255.0,596.1073738680467,560.5,913.0,345.47158666108567,255.0,255.0,584.5084087968952,547.0,890.0,334.2161732273837,255.0,255.0,427.3247089262612,363.5,545.0,207.38635503866178,255.0,255.0,661.328025477707,612.5,1023.5,415.61335693524126,255.0,255.0,1850.2993630573249,1108.5,3558.5,1618.1141809954104,255.0,255.0,2284.047770700637,1227.5,4473.5,2066.016358420078,255.0,255.0,2408.929936305733,1337.0,4712.0,2187.9207595039056,255.0,255.0,840.3571428571429,747.5,1441.75,587.7291577973397,255.0,11.0,132.66666666666666,134.0,255.0,122.3355391003944,10.0,57,7232044,D5W,838125,571099A,"MEIER, DAN",2016,2016-01-11,2016-12-31,Revised,1,0,0,WATERMELON SEED FIELD,N/S CR.142; 1/2M/E SLOUGH,1,19.0,ACRES,Unknown,19.0477321533,M06N04E15,,,"POLYGON ((-133812.5072000008 40968.23389999941, -134017.0824999996 40962.70490000024, -133945.2047000006 41393.97159999982, -133903.7368000001 41429.9104999993, -133806.9781999998 41421.61690000072, -133812.5072000008 40968.23389999941))"
3219159,255.0,796.8333333333335,773.5,1312.0,542.8028852375622,255.0,255.0,616.5507614213197,600.0,967.75,362.83075400621664,255.0,255.0,674.4086294416244,634.0,1092.0,420.3864828356324,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,777.1842105263157,719.5,1291.0,525.3461192526794,255.0,255.0,1886.657894736842,1583.0,3551.25,1634.7581589419112,255.0,255.0,2232.019736842105,1798.5,4254.0,1981.6387638517604,255.0,255.0,2342.993421052632,1882.5,4463.25,2092.376725591934,255.0,255.0,704.0,667.0,1174.0,450.4984276702121,255.0,13.8,133.83333333333334,135.0,255.0,121.16987616106937,12.75,57,7108395,C4,825683,570613A,DUPONT PIONEER PARENT SEED PRODUCTION,2016,2016-01-01,2016-12-31,Revised,3,0,0,county road 20,,1,5.0,ACRES,Unknown,6.01731141416,M10N01E27,57.0,,"POLYGON ((-160232.9085000008 76328.38010000065, -160237.6632000003 76315.30480000004, -160290.5588000007 76319.46509999968, -160286.9927999992 76694.48890000023, -160219.2389000002 76690.32860000059, -160227.5594999995 76336.70069999993, -160232.9085000008 76328.38010000065))"
3219928,255.0,783.3846153846154,733.0,1308.5,529.553155385461,255.0,255.0,631.6125265392783,584.5,970.0,382.7634565429958,255.0,255.0,667.8651804670912,549.0,1046.75,418.28342197823855,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,772.6111111111112,685.5,1237.0,526.5138029177089,255.0,255.0,1874.3760683760684,1251.0,3594.75,1640.3598949828977,255.0,255.0,2259.0256410256407,1400.0,4409.25,2036.3113898089396,255.0,255.0,2375.358974358974,1504.5,4620.0,2150.982728939784,255.0,255.0,726.8076923076923,621.0,1191.75,477.33064006077416,255.0,13.0,133.5,134.5,255.0,121.50316551748449,12.0,57,7108393,C2,825683,570613A,DUPONT PIONEER PARENT SEED PRODUCTION,2016,2016-01-01,2016-12-31,Revised,3,0,0,county road 20,,1,15.0,ACRES,Unknown,11.545895851600001,M10N01E22,57.0,,"POLYGON ((-160212.2397000007 77121.97409999929, -160216.2370999996 76891.45590000041, -160304.1805000007 76894.12089999951, -160321.5025999993 76720.89919999987, -160422.7707000002 76727.56149999984, -160410.7784000002 76958.07970000058, -160212.2397000007 77121.97409999929))"
3221803,255.0,753.75,724.5,1207.75,501.3096597912312,255.0,255.0,634.0874558303886,595.0,969.0,386.8910630245903,255.0,255.0,671.5256183745582,634.0,1048.0,423.57232274380516,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,784.7807692307692,710.5,1227.25,543.3375792403768,255.0,255.0,1813.592307692308,1385.5,3541.25,1579.2144113019947,255.0,255.0,2167.403846153846,1544.0,4331.0,1945.0531262233847,255.0,255.0,2285.9076923076927,1681.0,4564.0,2061.515993505578,255.0,255.0,771.25,662.0,1328.0,521.8346241866287,255.0,13.4,133.65625,134.5,255.0,121.34599534363504,12.0,57,7108392,C1,825683,570613A,DUPONT PIONEER PARENT SEED PRODUCTION,2016,2016-01-01,2016-12-31,Revised,3,0,0,county road 20,,1,15.0,ACRES,Unknown,13.7481002031,M10N01E27,57.0,,"POLYGON ((-160370.9155000001 76612.79869999923, -160363.1577000003 76319.19549999945, -160527.2651000004 76322.17930000089, -160520.1041000001 76699.92479999922, -160418.6557999998 76698.13450000063, -160410.898 76690.37670000084, -160407.3175000008 76615.18569999933, -160370.9155000001 76612.79869999923))"
3227713,255.0,899.0357142857142,855.5,1546.25,644.3739199599017,255.0,255.0,852.2782231128923,828.5,1449.0,597.4023347061905,255.0,255.0,895.3820975283902,864.0,1534.0,640.5882819623308,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,1078.8983957219252,1020.5,1900.25,824.3566720974914,255.0,255.0,1191.4692513368984,1157.0,2127.0,936.8233588777617,255.0,255.0,1292.6203208556149,1250.5,2328.0,1038.024973277888,255.0,255.0,1383.1764705882354,1326.0,2513.0,1128.6703565129042,255.0,255.0,540.2619047619048,523.0,818.5,286.4202340155366,255.0,16.0,135.08333333333334,136.0,255.0,119.91884243037569,15.0,57,7333312,A1,847596,571401A,YOLOTOI ORCHARDS LLC,2016,2016-02-12,2016-12-31,Issued,1,1,1,39200 CO RD 16,,1,37.0,ACRES,Unknown,36.6497314597,M11N02E32,,,"POLYGON ((-154546.3063999992 83353.48139999993, -154564.2927000001 82962.51700000092, -154800.9539000001 82971.98350000009, -154828.4066000003 83022.1557, -154857.7525999993 83022.1557, -154858.6992000006 82972.93009999953, -154946.7371999994 82975.77009999938, -154931.5909000002 83368.62769999914, -154546.3063999992 83353.48139999993))"
3232713,255.0,918.8142857142856,904.5,1570.25,664.2596156163457,255.0,255.0,875.901558654635,777.5,1498.0,621.1072591661402,255.0,255.0,934.7075471698113,791.5,1617.0,680.0749972157747,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,1140.5824561403508,978.0,2030.75,886.3882823349112,255.0,255.0,1261.2912280701755,1172.0,2272.0,1006.9846665639864,255.0,255.0,1370.4649122807018,1288.5,2490.0,1116.2604674649158,255.0,255.0,1459.6701754385965,1361.5,2669.0,1205.5454352611168,255.0,255.0,553.3571428571429,538.0,849.75,298.55313170184564,255.0,15.0,134.81428571428572,135.5,255.0,120.1865565167209,15.0,57,7333314,A2,847596,571401A,YOLOTOI ORCHARDS LLC,2016,2016-02-12,2016-12-31,Issued,1,1,1,39290 CO RD 16,,1,30.0,ACRES,Unknown,29.7891266785,M11N02E32,,,"POLYGON ((-154165.9307000004 82974.32719999924, -154185.8265000004 82944.00970000029, -154474.7904000003 82957.27360000089, -154459.6316 83349.50650000013, -154153.6141999997 83337.18999999948, -154165.9307000004 82974.32719999924))"
3297862,255.0,889.0439560439562,823.0,1541.75,636.3575505435607,255.0,255.0,902.492496807152,625.5,1589.0,655.4311603899476,255.0,255.0,1002.3398786717752,600.0,1814.25,761.4244875384751,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,1467.326875,1049.5,2795.75,1233.6792649541187,255.0,255.0,1630.15875,1286.5,3124.0,1395.7471981159185,255.0,255.0,1811.649375,1446.5,3499.0,1577.776267864715,255.0,255.0,2041.96,1653.5,3985.25,1808.6677181422795,255.0,255.0,756.7032967032968,655.0,1278.25,508.46195562578924,255.0,16.400000000000006,135.2967032967033,136.5,255.0,119.70499402083168,15.0,57,7345755,E84,848618,570340A,BARRIOS FARMS,2016,2016-02-17,2016-12-31,Revised,2,0,0,,WEISS,1,75.0,ACRES,Unknown,77.6397916784,M11N01E35,57.0,,"POLYGON ((-158161.6021999996 83878.87619999982, -158172.5320999995 83482.66530000046, -158964.9538000003 83512.72269999981, -158959.4889000002 83906.20109999925, -158161.6021999996 83878.87619999982))"
3300527,255.0,914.2065217391304,868.5,1581.25,659.6893461590294,255.0,255.0,867.672276621787,816.0,1479.0,613.7636720821514,255.0,255.0,935.9929620563036,866.5,1613.0,682.7168144454017,255.0,255.0,476.4675950723085,255.0,255.0,587.7896139864944,255.0,255.0,1229.6179361179359,1101.5,2185.0,977.0011581969077,255.0,255.0,1369.078624078624,1238.0,2461.75,1116.786542070794,255.0,255.0,1503.595823095823,1350.5,2729.75,1251.8645209851873,255.0,255.0,1622.7420147420148,1423.5,2974.75,1371.9116013953362,255.0,255.0,651.9239130434783,603.5,1045.25,397.8887279918206,255.0,15.0,134.47826086956522,135.5,255.0,120.52507210398622,14.0,57,7345704,B58N,848618,570340A,BARRIOS FARMS,2016,2016-02-17,2016-12-31,Revised,2,0,0,CR99W/CR91B,TOM HAYES,1,43.0,ACRES,Unknown,40.4330222642,M11N01W01,57.0,,"POLYGON ((-167539.1096000001 93840.11400000006, -167514.5519999992 93831.34339999966, -167442.6335000005 93834.85160000063, -167133.9098000005 93450.70109999925, -167409.3052999992 93247.22409999929, -167600.5034999996 93487.53749999963, -167600.5034999996 93826.08110000007, -167539.1096000001 93838.35979999974, -167539.1096000001 93840.11400000006))"
3300534,255.0,815.0416666666665,796.0,1372.0,560.2502773438749,255.0,255.0,767.5021881838073,665.5,1278.0,513.8202506667208,255.0,255.0,813.7228300510576,719.5,1365.75,560.9718783869056,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,1176.4816513761466,1013.0,2094.75,926.4408657857688,255.0,255.0,1346.237003058104,1195.0,2421.75,1095.1240837522748,255.0,255.0,1514.596330275229,1356.5,2750.0,1264.2484667479753,255.0,255.0,1737.7584097859326,1543.5,3200.0,1487.633750997931,255.0,255.0,691.0,656.0,1117.5,437.0451286131037,255.0,15.0,134.66666666666666,135.5,255.0,120.33518004123131,14.75,57,7345764,E82,848618,570340A,BARRIOS FARMS,2016,2016-02-17,2016-12-31,Revised,2,0,0,,GLAVIN,1,35.0,ACRES,Unknown,33.9034804262,M11N01E36,57.0,,"POLYGON ((-157342.2196999993 83839.94070000015, -157364.7799999993 83470.51539999992, -157731.3852999993 83481.79560000077, -157717.2851 83851.22089999914, -157342.2196999993 83839.94070000015))"
