OBJECTID,Band140per,Band1mean,Band1median,Band1thirdquart,Band1std deviation,Band1firstquart,Band240per,Band2mean,Band2median,Band2thirdquart,Band2std deviation,Band2firstquart,Band340per,Band3mean,Band3median,Band3thirdquart,Band3std deviation,Band3firstquart,Band440per,Band4mean,Band4median,Band4thirdquart,Band4std deviation,Band4firstquart,Band540per,Band5mean,Band5median,Band5thirdquart,Band5std deviation,Band5firstquart,Band640per,Band6mean,Band6median,Band6thirdquart,Band6std deviation,Band6firstquart,Band740per,Band7mean,Band7median,Band7thirdquart,Band7std deviation,Band7firstquart,Band840per,Band8mean,Band8median,Band8thirdquart,Band8std deviation,Band8firstquart,Band940per,Band9mean,Band9median,Band9thirdquart,Band9std deviation,Band9firstquart,Band1040per,Band10mean,Band10median,Band10thirdquart,Band10std deviation,Band10firstquart,county_num,pk_site_id,site_id,pk_permit_,permit_num,permittee,permit_yr,p_eff_date,p_exp_date,status,Version,MostRecAll,MostRecYr,site_name,loc_narr,is_active,size,size_units,crop_list,calc_acres,mtrs,hq_distric,site_distr,geometry
3232242,255.0,726.1744186046512,697.0,1189.0,472.49056079806144,255.0,255.0,604.3237639553429,558.0,923.0,355.27141560990935,255.0,255.0,589.1787878787877,533.0,885.0,343.3398093051754,255.0,255.0,443.8783094098884,350.5,578.75,232.9659975292476,255.0,255.0,639.3278271918679,566.0,975.75,396.28892758989474,255.0,255.0,1698.5222363405335,1223.0,3141.5,1465.2736240521433,255.0,255.0,2129.0571791613725,1299.5,3994.0,1915.054470687797,255.0,255.0,2213.3036848792885,1424.0,4164.0,2001.0351382274584,255.0,255.0,728.953488372093,531.0,1198.0,483.58668223185936,255.0,11.0,132.49418604651166,134.0,255.0,122.508352685953,10.0,57,7320585,G107,844511,570017A,HARLAN FAMILY RANCH,2016,2016-01-20,2016-12-31,Revised,1,0,0,,CACHE CREEK RANCH,1,90.0,ACRES,UNCULTIVATED AG,77.33488568050001,M10N03E18,57.0,,"POLYGON ((-144702.4553999994 78996.31640000083, -144835.7915000003 78727.21990000084, -145269.7400000002 78739.34139999934, -145286.7100000009 79461.7807, -145070.9478999991 79449.65919999965, -144702.4553999994 78996.31640000083))"
3232246,255.0,794.6376811594204,742.5,1336.25,540.3788048980352,255.0,255.0,735.085112936345,603.5,1222.0,484.735661408999,255.0,255.0,755.0569815195073,583.5,1266.0,508.50842632977447,255.0,255.0,877.4019507186857,560.0,1516.0,648.3555558749974,255.0,255.0,1030.5083056478406,740.5,1816.0,791.4681697442998,255.0,255.0,1268.3226744186047,945.0,2294.0,1022.667532571999,255.0,255.0,1423.978820598007,1119.0,2612.25,1179.3001788886695,255.0,255.0,1610.0041528239205,1199.5,2980.5,1368.010064179734,255.0,255.0,622.6376811594203,532.5,992.0,372.09671179406615,255.0,13.0,133.71376811594203,135.0,255.0,121.28837936859108,12.0,57,7320618,A24,846302,571119A,CEN-CAL FARMS,2016,2016-02-08,2016-12-31,Revised,1,0,0,"SWANSTON BYPASS, I80","SWANSTON BYPASS, I80",1,80.0,ACRES,UNCULTIVATED AG,119.934075755,M08N03E03,57.0,,"POLYGON ((-141832.1283999998 62624.32860000059, -141835.0085000005 62615.68820000067, -141832.1283999998 62615.68820000067, -142094.2211000007 62532.16410000063, -142163.3444999997 62552.32509999909, -142494.5605999995 62454.40029999986, -142483.0401000008 62946.90430000052, -142474.3995999992 63018.90780000016, -142468.6393999998 63090.9112999998, -142462.8791000005 63122.59280000068, -142310.2315999996 63266.59979999997, -142203.6665000003 63286.76080000028, -142120.1424000002 63312.68209999986, -141814.8475000001 63312.68209999986, -141832.1283999998 62624.32860000059))"
3240197,255.0,781.2391304347825,746.0,1276.0,528.7884094295847,255.0,255.0,676.1751946607343,653.0,1085.0,422.4081419475515,255.0,255.0,770.6924360400445,721.5,1284.0,516.6754773522547,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,944.5829694323143,875.5,1621.0,691.8341443516255,255.0,255.0,1891.7620087336245,1309.0,3645.75,1655.9620530342518,255.0,255.0,2176.065502183406,1474.0,4234.75,1946.5206648700732,255.0,255.0,2302.831877729257,1617.5,4477.75,2072.2685004869536,255.0,255.0,709.6521739130435,610.0,1192.5,460.2083751761051,255.0,12.0,132.95652173913044,134.0,255.0,122.04542214340759,11.0,57,7330421,A1,847243,570054A,M & F FARMS,2016,2016-02-10,2016-12-31,Revised,2,0,0,JAMES/YOUNG,JAMES/YOUNG,1,25.0,ACRES,UNCULTIVATED AG,22.5166824031,M09N01W02,57.0,,"POLYGON ((-169290.4784999993 73675.57650000043, -169302.4389999993 73313.77180000022, -169578.5269000009 73323.7388000004, -169579.5236000009 73448.32719999924, -169572.5465999991 73511.11979999952, -169547.6289000008 73577.89919999987, -169553.6092000008 73619.76090000011, -169524.7047000006 73671.58960000053, -169498.7903000005 73674.57980000041, -169461.9121000003 73673.5831000004, -169459.9187000003 73623.74770000018, -169457.9253000002 73618.76420000009, -169423.0405000001 73614.77730000019, -169386.1623999998 73615.77400000021, -169378.1886999998 73625.74110000022, -169367.2248999998 73674.57980000041, -169365.2314999998 73676.57320000045, -169357.2578999996 73680.56000000052, -169333.3368999995 73682.55340000056, -169318.3862999994 73682.55340000056, -169302.4389999993 73685.54350000061, -169290.4784999993 73675.57650000043))"
3240199,255.0,760.8225806451613,743.0,1249.75,506.5247350643895,255.0,255.0,668.7891832229582,647.0,1073.0,414.8816582608711,255.0,255.0,754.214863870493,708.5,1251.0,500.41408553078173,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,919.548387096774,846.0,1587.75,666.5439564643566,255.0,255.0,1914.869501466276,1268.0,3598.25,1694.3845721317373,255.0,255.0,2215.155425219941,1423.5,4196.75,2002.9022093703124,255.0,255.0,2339.8724340175954,1480.0,4466.0,2126.040362165505,255.0,255.0,729.8548387096774,607.5,1231.0,481.1556936261328,255.0,12.0,132.70967741935485,133.5,255.0,122.29319437408823,10.0,57,7330451,R6,847243,570054A,M & F FARMS,2016,2016-02-10,2016-12-31,Revised,2,0,0,,PORTER,1,34.4,ACRES,UNCULTIVATED AG,33.6052091891,M10N02W12,57.0,,"POLYGON ((-176531.3257999998 80155.29030000046, -176801.9080999997 80019.9991999995, -176856.6598000005 80470.98770000041, -176453.9318000004 80518.36739999987, -176531.3257999998 80155.29030000046))"
3240992,255.0,771.5375,758.0,1284.25,516.6900411211251,255.0,255.0,664.7915462427745,624.5,1070.0,410.50950328101453,255.0,255.0,700.1112716763007,638.0,1143.0,446.18478042550265,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,861.1630136986303,756.0,1461.0,608.0865516095978,255.0,255.0,1723.2027397260276,1379.0,3192.0,1471.4646286666737,255.0,255.0,2106.546575342465,1625.5,3974.75,1858.9843010075103,255.0,255.0,2247.495890410959,1735.5,4267.25,2000.318277581582,255.0,255.0,685.525,635.5,1111.75,432.1476592265658,255.0,12.0,133.2,134.0,255.0,121.80151887394508,11.0,57,7330486,Q4S,847243,570054A,M & F FARMS,2016,2016-02-10,2016-12-31,Revised,2,0,0,CADENASSO HOME,,1,35.5,ACRES,UNCULTIVATED AG,35.4514012901,M09N01W05,57.0,,"POLYGON ((-173739.7116 73525.87340000086, -173757.9726 73518.56900000013, -173773.7986999992 73510.04719999991, -173796.9293000009 73503.96020000055, -173816.4077000003 73507.61240000091, -173829.7990000006 73507.61240000091, -173859.0165999997 73513.69940000027, -173871.1906000003 73512.48200000077, -173900.4080999997 73514.91679999977, -173911.3647000007 73522.22120000049, -173921.1039000005 73510.04719999991, -174046.4958999995 73400.4813000001, -174019.7131999992 73979.96289999969, -173728.7550000008 73966.57149999961, -173739.7116 73525.87340000086))"
3241295,255.0,757.5,734.5,1250.25,503.2928272884485,255.0,255.0,620.7883435582822,581.5,971.0,368.22417722371455,255.0,255.0,620.7934115764203,574.5,963.0,369.2929210473448,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,703.0959332638165,640.5,1114.0,453.5882361584967,255.0,255.0,1902.1350364963505,1359.5,3577.75,1663.4499453111148,255.0,255.0,2316.4165797705946,1597.0,4425.75,2086.468803471211,255.0,255.0,2436.1444212721585,1655.5,4668.0,2205.55081174958,255.0,255.0,767.305,550.0,1281.0,517.5764503674794,255.0,12.0,133.4,134.5,255.0,121.60176807925122,12.0,57,7330474,T6,847243,570054A,M & F FARMS,2016,2016-02-10,2016-12-31,Revised,2,0,0,EVELAND & KARRER,EVELAND & KARRER,1,90.0,ACRES,UNCULTIVATED AG,94.667178992,M10N01W35,57.0,,"POLYGON ((-169235.3205999993 75375.0859999992, -168871.9382000007 75297.3973999992, -168864.4199999999 75284.86700000055, -168861.9138999991 75272.33650000021, -168874.4442999996 74430.2918999996, -168879.4564999994 74420.2675999999, -168907.0233999994 74425.27979999967, -168924.5659999996 74437.81020000018, -168924.5659999996 74487.9319000002, -168947.1207999997 74528.02920000069, -169034.8337999992 74608.22399999946, -169042.352 74655.83960000053, -169049.8703000005 74668.36999999918, -169057.3884999994 74678.39440000057, -169092.4737 74690.92479999922, -169167.6563000008 74705.96130000055, -169172.6684000008 74715.98560000025, -169182.6928000003 74736.03429999948, -169202.7414999995 74806.20470000058, -169217.7780000009 74828.75950000063, -169237.8267000001 74843.79600000009, -169315.5153000001 74866.3507000003, -169360.6248000003 74883.89330000058, -169408.2403999995 74908.95419999957, -169415.7587000001 74921.48460000008, -169425.7829999998 74959.07589999959, -169433.3013000004 74981.63069999963, -169445.8317000009 74991.65499999933, -169513.4959999993 75014.20979999937, -169538.5569000002 75016.71580000035, -169561.1116000004 75019.22189999931, -169571.1359999999 75019.22189999931, -169578.6542000007 75026.74019999988, -169566.1238000002 75126.98359999992, -169543.5690000001 75172.09310000017, -169408.2403999995 75342.50689999945, -169390.6977999993 75352.53130000085, -169353.1065999996 75342.50689999945, -169328.0457000006 75352.53130000085, -169310.5031000003 75352.53130000085, -169287.9484000001 75345.01300000027, -169235.3205999993 75375.0859999992))"
3241844,255.0,775.7088607594935,744.5,1282.0,521.5375674151235,255.0,255.0,677.3418267346137,641.0,1093.0,423.16485890891363,255.0,255.0,735.1383771070167,683.5,1212.0,480.8055508370833,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,875.5392464678179,798.5,1486.0,622.0125603440864,255.0,255.0,1405.4811616954473,1148.5,2565.0,1155.3855948898738,255.0,255.0,1574.9835164835165,1288.5,2900.75,1325.9924344237472,255.0,255.0,1667.8061224489795,1329.0,3089.75,1418.8969656001113,255.0,255.0,568.4620253164558,521.5,883.75,314.49687841472604,255.0,11.0,132.66455696202533,133.5,255.0,122.33703242798042,10.0,57,7330449,A8,847243,570054A,M & F FARMS,2016,2016-02-10,2016-12-31,Revised,2,0,0,,E/S SR.505; 1/2 M/N CR25,1,62.0,ACRES,UNCULTIVATED AG,63.231230639799996,M09N01W02,57.0,,"POLYGON ((-169274.9401999991 72774.22039999999, -169108.5075000003 72768.73359999992, -169101.1918000001 72905.90340000018, -168916.4697999991 72896.75870000012, -168921.9565999992 72499.88079999946, -169629.7526999991 72525.48589999974, -169616.9500999991 72918.70590000041, -169274.9401999991 72907.73230000027, -169274.9401999991 72774.22039999999))"
3241845,255.0,795.5120481927712,763.0,1323.75,541.4927353021104,255.0,255.0,712.6643356643358,666.5,1163.0,459.0591322802034,255.0,255.0,781.7217782217782,723.5,1299.0,528.1271756892777,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,986.2525380710659,874.0,1709.0,734.4267125608925,255.0,255.0,1500.618654822335,1271.5,2713.0,1254.9601283460333,255.0,255.0,1693.089467005076,1426.0,3081.0,1450.0897719420984,255.0,255.0,1818.2055837563453,1547.5,3332.25,1575.0238245299154,255.0,255.0,618.5120481927712,562.0,979.5,365.2724802042991,255.0,13.0,133.36144578313252,135.0,255.0,121.64134307421006,12.0,57,7330446,R12,847243,570054A,M & F FARMS,2016,2016-02-10,2016-12-31,Revised,2,0,0,PORTER,PORTER,1,66.2,ACRES,UNCULTIVATED AG,74.2909038788,M10N02W13,57.0,,"POLYGON ((-177656.0412000008 79827.92109999992, -177782.4642999992 79815.45690000057, -177698.7758000009 80549.06660000049, -177271.4301999994 80602.48479999974, -177219.7927000001 80119.94050000049, -177219.7927000001 80103.9151000008, -177241.1600000001 80084.32840000093, -177271.4301999994 80082.54780000076, -177328.4097000007 80075.42540000007, -177399.6338999998 80052.27740000002, -177470.8582000006 79993.51740000024, -177543.8629999999 79938.31870000064, -177606.1842 79916.9514000006, -177656.0412000008 79827.92109999992))"
3242799,255.0,709.1325301204819,688.5,1145.0,455.75359996554084,255.0,255.0,546.7637159205655,520.5,821.0,295.25642497483153,255.0,255.0,470.87529451363184,430.5,660.0,226.633816254362,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,457.78142458100564,386.0,609.25,236.05975326822306,255.0,255.0,1030.8365921787708,842.5,1804.0,781.2085849414048,255.0,255.0,1477.6885474860337,1106.5,2710.25,1239.6128160532985,255.0,255.0,1505.8826815642456,1062.5,2758.25,1273.4000264244685,255.0,255.0,501.0361445783132,432.0,741.5,250.09434103246122,255.0,10.0,131.72289156626505,133.0,255.0,123.28010160557061,8.0,57,7330431,F3,847243,570054A,M & F FARMS,2016,2016-02-10,2016-12-31,Revised,2,0,0,STUHR,STUHR,1,75.2,ACRES,UNCULTIVATED AG,71.8957993108,M09N01W12,57.0,,"POLYGON ((-166530.7089000009 71992.4542999994, -166551.3574000001 71233.62030000053, -166920.4502000008 71238.78240000084, -166923.0313000008 72007.94079999998, -166530.7089000009 71992.4542999994))"
3242802,255.0,784.4273504273505,761.5,1289.75,531.0620598279511,255.0,255.0,677.741627963823,642.0,1081.0,425.80607811256516,255.0,255.0,715.1987289171353,614.0,1161.0,463.8357902229098,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,925.3761996161228,838.5,1585.0,673.5287559958457,255.0,255.0,1709.3747600767756,1170.0,3221.0,1474.7543518913405,255.0,255.0,2054.24472168906,1284.5,3959.25,1829.8957900108396,255.0,255.0,2230.0791746641075,1323.5,4311.0,2004.7031900028896,255.0,255.0,683.9444444444445,572.0,1121.75,433.106362046558,255.0,12.0,133.27350427350427,135.0,255.0,121.72911105180904,12.0,57,7330457,O1,847243,570054A,M & F FARMS,2016,2016-02-10,2016-12-31,Revised,2,0,0,J STEVENS RANCH,S/S ST.RT.16; E/S STEVEN'S RD.,1,97.6,ACRES,UNCULTIVATED AG,103.09804287799999,M10N01W29,57.0,,"POLYGON ((-173715.4561000001 76294.92009999976, -173293.2686000001 76221.99479999952, -173454.6403000001 75451.37199999951, -174065.8333999999 75644.67989999987, -174050.9160999991 75801.49870000035, -173978.5935999993 75928.00760000013, -173912.932 76013.91860000044, -173818.7519000005 76075.94889999926, -173789.2515999991 76098.6054999996, -173715.4561000001 76294.92009999976))"
3244511,255.0,851.5897435897435,771.0,1453.0,597.9232528552998,255.0,255.0,800.0829817158931,614.5,1381.0,552.1822200003356,255.0,255.0,851.3519690576652,558.5,1494.25,608.9669992256656,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,1120.8676470588234,685.0,2001.25,892.6045169385878,255.0,255.0,1365.0558823529414,751.5,2505.25,1133.4809113032854,255.0,255.0,1533.9411764705883,892.0,2845.75,1309.5326476889845,255.0,255.0,1693.9294117647062,974.5,3235.25,1478.6116384535337,255.0,255.0,626.3974358974359,532.5,1003.5,377.4011787700393,255.0,15.0,134.44871794871796,135.0,255.0,120.5533871984649,14.0,57,7330960,E4A,847013,570856A,UCD-L.A.W.R.,2016,2016-02-10,2016-12-31,Issued,1,0,1,,,1,40.28,ACRES,UNCULTIVATED AG,35.2821512754,M08N02E17,57.0,,"MULTIPOLYGON (((-154920.7078000009 59074.93459999934, -154896.7386000007 59585.27969999984, -154623.5552999992 59573.27160000056, -154637.5647 59058.92659999989, -154920.7078000009 59074.93459999934)), ((-154920.7546999995 59073.93659999967, -154920.7097999994 59074.89240000024, -154919.7540000007 59073.93659999967, -154920.7546999995 59073.93659999967)), ((-154920.7097999994 59074.89240000024, -154920.7546999995 59074.93730000034, -154920.7078000009 59074.93459999934, -154920.7097999994 59074.89240000024)))"
3244699,255.0,886.8070175438595,759.5,1530.75,634.6580496225934,255.0,255.0,815.8817685047193,627.0,1395.0,571.2079486026935,255.0,255.0,864.1000993541977,626.5,1503.0,624.434652335413,255.0,255.0,1019.6465474416293,513.0,1861.0,817.8398491676045,255.0,255.0,1135.173611111111,746.0,2068.5,908.8730990281096,255.0,255.0,1408.423611111111,1006.0,2639.25,1167.5499106110678,255.0,255.0,1577.4206349206352,1118.0,2972.25,1345.2318026378086,255.0,255.0,1701.104166666667,1253.0,3215.25,1469.9561022433022,255.0,255.0,669.2894736842105,566.5,1079.25,419.83598977487543,255.0,15.0,134.7017543859649,136.0,255.0,120.30275622285994,15.0,57,7111326,D13,825911,570304A,"CIRCLE D FARMS, INC.",2016,2016-01-01,2016-12-31,Issued,1,0,1,,SOUTH OF FIELDS D10A & B,1,41.0,ACRES,UNCULTIVATED AG,49.8042428509,M12N01W28,57.0,,"POLYGON ((-171207.1976999994 95552.68969999999, -171170.8429000005 95597.55910000019, -171175.1499000005 95633.14530000091, -171149.5490000006 95647.81719999947, -171057.3640999999 95701.64939999953, -171043.3730999995 95645.57569999993, -171026.466 95488.02520000003, -170947.8169999998 95379.8786999993, -170874.2243000008 95271.83889999986, -170799.8825000003 95199.27869999968, -170775.3515000008 95163.26530000009, -170616.6634 95012.86260000058, -170557.3827 94945.69079999998, -170459.7945000008 94776.29480000027, -170788.3256999999 94788.3021000009, -170881.6072000004 94922.11160000041, -171013.6248000003 95137.87120000087, -171043.1046999991 95179.05969999917, -171081.0917000007 95296.48929999955, -171089.2776999995 95387.93590000086, -171137.4836999997 95500.5103999991, -171207.1976999994 95552.68969999999))"
3244810,255.0,904.0723684210526,870.5,1552.5,649.6867980437075,255.0,255.0,840.2751629254162,688.5,1416.0,586.7879331763951,255.0,255.0,880.2894641564084,706.0,1491.0,627.3625380832258,255.0,255.0,255.0,255.0,255.0,0.0,255.0,255.0,1069.1965317919075,873.0,1869.25,816.6505072371109,255.0,255.0,1159.6929190751446,1079.0,2049.0,906.8396363619247,255.0,255.0,1267.387283236994,1171.0,2268.0,1014.5659926687384,255.0,255.0,1369.6567919075144,1267.5,2475.25,1116.9429687134855,255.0,255.0,543.75,509.5,826.0,290.2107276572808,255.0,16.0,135.05921052631578,136.0,255.0,119.94237835599442,15.0,57,7112696,A2,825995,4800961,"DASARI, VENKAT",2016,2016-01-01,2016-12-31,Issued,2,0,1,Yolo Ranch,SE corner near I-5 & Co Rd 96- to be planted in 2016,1,75.0,ACRES,UNCULTIVATED AG,67.6888969639,M11N01E34,57.0,57,"POLYGON ((-159989.2796999998 84149.09769999981, -160000.3413999993 84134.3487999998, -160018.7775999997 84134.3487999998, -160040.9011000004 84145.4104999993, -160070.3991 84149.09769999981, -160096.2097999994 84134.3487999998, -160110.9587999992 84115.91249999963, -160122.0205000006 84075.35280000046, -160103.5843000002 84012.66970000044, -160051.9627999999 83997.9207000006, -160044.5884000007 84008.9824000001, -160037.2138999999 84038.48039999977, -159948.7200000007 84038.48039999977, -159871.2879000008 83935.23750000075, -160723.0414000005 83964.73550000042, -160715.6668999996 84362.95790000074, -160092.5225000009 84340.83449999988, -160004.0286999997 84174.90850000083, -159989.2796999998 84149.09769999981))"
3245426,255.0,759.3571428571429,735.0,1238.75,505.4910776579907,255.0,255.0,661.9539451405351,634.5,1050.0,410.17431962648453,255.0,255.0,741.5807653234,703.5,1213.0,488.85883966230347,255.0,255.0,562.3083305113444,497.5,819.0,331.48274814025973,255.0,255.0,900.0982735723771,852.5,1524.75,647.4613041786405,255.0,255.0,1774.2563081009296,1347.5,3344.75,1527.7760610136195,255.0,255.0,2049.235059760956,1549.5,3903.0,1806.2290214920813,255.0,255.0,2158.411686586985,1620.0,4124.5,1914.9986336206964,255.0,255.0,727.4505494505495,640.5,1226.75,474.86935771357423,255.0,12.0,132.82967032967036,134.0,255.0,122.17299299997784,11.0,57,7107621,BM2,825634,0600033,T & P FARMS,2016,2016-01-01,2016-12-31,Revised,2,0,0,MEYERS,500' BUFFER TO HOUSES,1,75.0,ACRES,UNCULTIVATED AG,74.9434423135,M12N01W15,,,"POLYGON ((-170308.4602000006 98411.75610000081, -170303.6104000006 98437.54890000075, -170030.1056999993 98341.14049999975, -169560.8531999998 98339.86250000075, -169565.0218000002 97938.57499999925, -170317.7504999992 97971.73389999941, -170308.4602000006 98411.75610000081))"
3245428,255.0,769.4669421487604,738.5,1263.75,515.9044222277229,255.0,255.0,650.9692778457772,611.5,1020.0,401.20253835130137,255.0,255.0,765.6498164014688,701.0,1261.0,513.9715584819484,255.0,255.0,503.71897184822524,423.5,676.0,300.00816569045287,255.0,255.0,1011.2396653543308,913.0,1762.0,758.8305011463145,255.0,255.0,2543.64812992126,1313.5,5024.0,2309.7743868644416,255.0,255.0,2968.629429133858,1475.5,5906.25,2740.454155846316,255.0,255.0,3129.603838582677,1592.5,6233.25,2901.0282712438593,255.0,255.0,1055.9752066115702,698.5,1945.75,813.3446959479173,255.0,13.0,133.56611570247935,134.5,255.0,121.43571986226273,12.0,57,7107625,JM1,825634,0600033,T & P FARMS,2016,2016-01-01,2016-12-31,Revised,2,0,0,MURPHY,,1,99.0,ACRES,UNCULTIVATED AG,100.944212479,M12N01W26,,,"POLYGON ((-168537.5549999997 96304.00720000081, -168360.5552999992 96304.06189999916, -168364.9419 95907.43129999936, -168365.2295999993 95881.22279999964, -168369.3827 95506.60239999928, -168378.6743999999 95126.31689999998, -168420.1141999997 95173.66569999978, -168693.6152999997 95517.14100000076, -168997.2741 95905.16359999962, -168902.7738000005 95902.73670000024, -168763.7627000008 95899.16860000044, -168763.7314999998 95902.4495000001, -168761.9074000008 96303.9327000007, -168537.5549999997 96304.00720000081))"
3245431,255.0,811.55,749.0,1363.5,560.1423457479358,255.0,255.0,673.6343930635837,590.0,1048.0,428.2606009699337,255.0,255.0,778.1040462427745,592.5,1253.5,532.7585161902374,255.0,255.0,585.9580924855493,417.5,809.0,395.22030474688756,255.0,255.0,1010.8441558441557,787.0,1706.5,767.9112260133162,255.0,255.0,2302.1883116883123,1681.0,4319.25,2081.4547883553173,255.0,255.0,2681.142857142857,1913.5,5067.75,2474.9894173421176,255.0,255.0,2841.292207792208,2036.0,5388.5,2633.453233701925,255.0,255.0,844.8,680.0,1416.5,617.485352052986,255.0,13.6,133.7,135.0,255.0,121.30296781200369,12.0,57,7107655,SCH6,825634,0600033,T & P FARMS,2016,2016-01-01,2016-12-31,Revised,2,0,0,CR 88,,1,6.0,ACRES,UNCULTIVATED AG,8.318288180469999,M12N01W04,,,"POLYGON ((-172084.6961000003 101670.2866999991, -172084.0494999997 101657.3552999999, -172251.5113999993 101660.5880999994, -172316.8150999993 101782.7899999991, -172313.5822000001 101972.8818999995, -172305.8234000001 101983.8736000005, -172270.9085000008 101968.3559000008, -172180.3885999992 101762.0998, -172162.2846000008 101738.8232000005, -172146.1204000004 101721.3658000007, -172129.3094999995 101705.2015000004, -172118.3178000003 101689.6838000007, -172099.5672999993 101677.3990000002, -172086.6358000003 101671.5798000004, -172084.6961000003 101670.2866999991))"
3245432,255.0,748.1621621621623,724.0,1213.5,494.47520712386574,255.0,255.0,619.3804190751445,591.5,962.0,367.83419216521446,255.0,255.0,708.9248554913295,657.5,1148.0,457.2532778501952,255.0,255.0,443.6293352601157,393.0,575.0,224.92759729263008,255.0,255.0,909.6086956521741,825.5,1550.0,659.197841384418,255.0,255.0,2645.667701863354,1689.5,5203.25,2408.943972031189,255.0,255.0,3179.217391304348,1854.0,6313.0,2952.3465926363697,255.0,255.0,3340.2919254658386,1996.0,6626.75,3112.0421949025786,255.0,255.0,1080.4594594594594,846.5,1973.0,833.1134407229434,255.0,12.0,133.20270270270268,135.0,255.0,121.80056580547249,12.0,57,7107657,SCH8,825634,0600033,T & P FARMS,2016,2016-01-01,2016-12-31,Revised,2,0,0,CR 2,,1,36.0,ACRES,UNCULTIVATED AG,34.159273542,M12N01W04,,,"POLYGON ((-171691.5810000002 101599.1638999991, -171280.3619999997 101588.8188000005, -171276.4824999999 101588.8188000005, -171275.1894000005 101578.4736000001, -171272.6030999999 101566.8354000002, -171279.0688000005 101228.0321999993, -171285.5344999991 101220.2733999994, -171289.4138999991 101218.9802000001, -171295.8796999995 101217.6871000007, -171593.3023000006 101218.9802000001, -171593.3023000006 101229.3254000004, -171598.4748 101235.7910999991, -171611.4061999992 101253.8950999994, -171645.0278999992 101314.6727000009, -171654.0799000002 101337.9493000004, -171656.6662000008 101348.2943999991, -171656.6662000008 101359.9327000007, -171655.3730999995 101370.2777999993, -171650.2005000003 101384.5023999996, -171638.5622000005 101415.5377999991, -171629.5101999994 101442.6938000005, -171628.2171 101459.5045999996, -171630.8034000006 101472.4360000007, -171691.5810000002 101577.1805000007, -171691.5810000002 101599.1638999991))"
3246075,255.0,870.3939393939394,824.5,1477.0,616.3077713725328,255.0,255.0,814.7820945945946,632.0,1365.0,561.866250330519,255.0,255.0,861.6320945945946,598.0,1459.0,610.2065485352828,255.0,255.0,1007.8212837837838,596.5,1753.0,762.079320031697,255.0,255.0,1141.4191780821918,999.5,2017.75,891.9003351559967,255.0,255.0,1511.5068493150684,1227.0,2792.25,1260.6646423074005,255.0,255.0,1712.639726027397,1341.5,3198.5,1463.3156590933718,255.0,255.0,1899.7150684931507,1474.5,3586.0,1651.7002235281911,255.0,255.0,727.6212121212121,675.0,1182.0,474.8271061788356,255.0,15.0,134.33333333333334,135.0,255.0,120.66825714672557,13.0,57,7331762,D2,847381,0600599,SCOFIELD FARMS,2016,2016-02-11,2016-12-31,Issued,1,0,1,RATTLESNAKE FIELD FIELD SOUTH OF HOUSE,RATTLESNAKE FIELD FIELD SOUTH OF HOUSE,1,33.0,ACRES,UNCULTIVATED AG,36.2486935093,M12N01W06,6.0,,"POLYGON ((-175275.0157999992 102541.7897999994, -175257.1142999995 102533.6480999999, -175223.8374000005 102520.0057999995, -175200.9927999992 102501.4070999995, -175167.6612999998 102490.3517000005, -175103.4155999999 102476.0562999994, -175052.0734999999 102462.0329999998, -175046.9667000007 102459.3373000007, -175006.4931000005 102419.6619000006, -174991.3359999992 102403.8136, -174968.2184999995 102398.1499000005, -174949.9897000007 102405.5297999997, -174918.8026000001 102415.2246000003, -174875.3663999997 102393.6034999993, -174804.5243999995 102324.8183999993, -174815.1745999996 102309.5142999999, -175008.6754000001 102316.1831, -175008.7135000005 102191.9540999997, -174931.2914000005 102190.3213999998, -174920.4228000008 102215.9734000005, -174911.9167999998 102252.0275999997, -174908.4086000007 102295.9517999999, -174867.2258000001 102289.9069999997, -174789.5308999997 102301.2091000006, -174717.3794 102294.5111999996, -174715.2186999992 102152.1188999992, -175339.3205999993 102185.9850999992, -175319.7613999993 102501.3234999999, -175291.1549999993 102511.0727999993, -175293.2993000001 102531.8228999991, -175275.0157999992 102541.7897999994))"
